模型编号（rhino中对应编号，表单中表头、值均不显示）,构件编号（表单中显示）,构件类别,构件类型,方位,所属部件,材质类别,材质类型,保存状态,病害类型,干预情况,备注
PCQ-04-52-01,PCQ-04-52-01,平层墙,04,52,,石,,,,,
PCQ-04-52-02,PCQ-04-52-02,平层墙,04,52,,石,,,,,
PCQ-05-52-01,PCQ-05-52-01,平层墙,05,52,,石,,,,,
PCQ-06-52-01,PCQ-06-52-01,平层墙,06,52,,石,,,,,
PCQ-01-53-01,PCQ-01-53-01,平层墙,01,53,,石,,,,,
PCQ-01-53-02,PCQ-01-53-02,平层墙,01,53,,石,,,,,
PCQ-01-53-03,PCQ-01-53-03,平层墙,01,53,,石,,,,,
PCQ-02-53-01,PCQ-02-53-01,平层墙,02,53,,石,,,,,
PCQ-02-53-02,PCQ-02-53-02,平层墙,02,53,,石,,,,,
PCQ-03-53-01,PCQ-03-53-01,平层墙,03,53,,石,,,,,
PCQ-03-53-02,PCQ-03-53-02,平层墙,03,53,,石,,,,,
PCQ-04-53-01,PCQ-04-53-01,平层墙,04,53,,石,,,,,
PCQ-04-53-02,PCQ-04-53-02,平层墙,04,53,,石,,,,,
PCQ-05-53-01,PCQ-05-53-01,平层墙,05,53,,石,,,,,
PCQ-06-53-01,PCQ-06-53-01,平层墙,06,53,,石,,,,,
PCQ-01-54-01,PCQ-01-54-01,平层墙,01,54,,石,,,,,
PCQ-01-54-02,PCQ-01-54-02,平层墙,01,54,,石,,,,,
PCQ-01-54-03,PCQ-01-54-03,平层墙,01,54,,石,,,,,
PCQ-02-54-01,PCQ-02-54-01,平层墙,02,54,,石,,,,,
PCQ-02-54-02,PCQ-02-54-02,平层墙,02,54,,石,,,,,
PCQ-03-54-01,PCQ-03-54-01,平层墙,03,54,,石,,,,,
PCQ-03-54-02,PCQ-03-54-02,平层墙,03,54,,石,,,,,
PCQ-04-54-01,PCQ-04-54-01,平层墙,04,54,,石,,,,,
PCQ-04-54-02,PCQ-04-54-02,平层墙,04,54,,石,,,,,
PCQ-05-54-01,PCQ-05-54-01,平层墙,05,54,,石,,,,,
PCQ-06-54-01,PCQ-06-54-01,平层墙,06,54,,石,,,,,
PCQ-01-55-01,PCQ-01-55-01,平层墙,01,55,,石,,,,,
PCQ-01-55-02,PCQ-01-55-02,平层墙,01,55,,石,,,,,
PCQ-01-55-03,PCQ-01-55-03,平层墙,01,55,,石,,,,,
PCQ-02-55-01,PCQ-02-55-01,平层墙,02,55,,石,,,,,
PCQ-02-55-02,PCQ-02-55-02,平层墙,02,55,,石,,,,,
PCQ-03-55-01,PCQ-03-55-01,平层墙,03,55,,石,,,,,
PCQ-03-55-02,PCQ-03-55-02,平层墙,03,55,,石,,,,,
PCQ-03-55-03,PCQ-03-55-03,平层墙,03,55,,石,,,,,
PCQ-03-55-04,PCQ-03-55-04,平层墙,03,55,,石,,,,,
PCQ-03-55-05,PCQ-03-55-05,平层墙,03,55,,石,,,,,
PCQ-04-55-01,PCQ-04-55-01,平层墙,04,55,,石,,,,,
PCQ-04-55-02,PCQ-04-55-02,平层墙,04,55,,石,,,,,
PCQ-04-55-03,PCQ-04-55-03,平层墙,04,55,,石,,,,,
PCQ-05-55-01,PCQ-05-55-01,平层墙,05,55,,石,,,,,
PCQ-06-55-01,PCQ-06-55-01,平层墙,06,55,,石,,,,,
PCQ-06-55-02,PCQ-06-55-02,平层墙,06,55,,石,,,,,
PCQ-01-56-01,PCQ-01-56-01,平层墙,01,56,,石,,,,,
PCQ-02-56-01,PCQ-02-56-01,平层墙,02,56,,石,,,,,
PCQ-02-56-02,PCQ-02-56-02,平层墙,02,56,,石,,,,,
PCQ-01-21-01,PCQ-01-21-01,平层墙,01,21,,石,,,,,
PCQ-01-21-02,PCQ-01-21-02,平层墙,01,21,,石,,,,,
PCQ-01-21-03,PCQ-01-21-03,平层墙,01,21,,石,,,,,
PCQ-02-21-01,PCQ-02-21-01,平层墙,02,21,,石,,,,,
PCQ-02-21-02,PCQ-02-21-02,平层墙,02,21,,石,,,,,
PCQ-03-21-01,PCQ-03-21-01,平层墙,03,21,,石,,,,,
PCQ-03-21-02,PCQ-03-21-02,平层墙,03,21,,石,,,,,
PCQ-03-21-03,PCQ-03-21-03,平层墙,03,21,,石,,,,,
PCQ-04-21-01,PCQ-04-21-01,平层墙,04,21,,石,,,,,
PCQ-06-21-01,PCQ-06-21-01,平层墙,06,21,,石,,,,,
PCQ-03-61-01,PCQ-03-61-01,平层墙,03,61,,石,,,,,
PCQ-03-61-02,PCQ-03-61-02,平层墙,03,61,,石,,,,,
PCQ-03-61-03,PCQ-03-61-03,平层墙,03,61,,石,,,,,
PCQ-04-61-01,PCQ-04-61-01,平层墙,04,61,,石,,,,,
PCQ-06-61-01,PCQ-06-61-01,平层墙,06,61,,石,,,,,
PCQ-01-62-01,PCQ-01-62-01,平层墙,01,62,,石,,,,,
PCQ-01-62-02,PCQ-01-62-02,平层墙,01,62,,石,,,,,
PCQ-01-62-03,PCQ-01-62-03,平层墙,01,62,,石,,,,,
PCQ-02-62-01,PCQ-02-62-01,平层墙,02,62,,石,,,,,
PCQ-02-62-02,PCQ-02-62-02,平层墙,02,62,,石,,,,,
PCQ-03-62-01,PCQ-03-62-01,平层墙,03,62,,石,,,,,
PCQ-03-62-02,PCQ-03-62-02,平层墙,03,62,,石,,,,,
PCQ-04-62-01,PCQ-04-62-01,平层墙,04,62,,石,,,,,
PCQ-04-62-02,PCQ-04-62-02,平层墙,04,62,,石,,,,,
PCQ-05-62-01,PCQ-05-62-01,平层墙,05,62,,石,,,,,
PCQ-06-62-01,PCQ-06-62-01,平层墙,06,62,,石,,,,,
PCQ-01-63-01,PCQ-01-63-01,平层墙,01,63,,石,,,,,
PCQ-01-63-02,PCQ-01-63-02,平层墙,01,63,,石,,,,,
PCQ-01-63-03,PCQ-01-63-03,平层墙,01,63,,石,,,,,
PCQ-02-63-01,PCQ-02-63-01,平层墙,02,63,,石,,,,,
PCQ-02-63-02,PCQ-02-63-02,平层墙,02,63,,石,,,,,
PCQ-03-63-01,PCQ-03-63-01,平层墙,03,63,,石,,,,,
PCQ-03-63-02,PCQ-03-63-02,平层墙,03,63,,石,,,,,
PCQ-04-63-01,PCQ-04-63-01,平层墙,04,63,,石,,,,,
PCQ-04-63-02,PCQ-04-63-02,平层墙,04,63,,石,,,,,
PCQ-05-63-01,PCQ-05-63-01,平层墙,05,63,,石,,,,,
PCQ-06-63-01,PCQ-06-63-01,平层墙,06,63,,石,,,,,
PCQ-01-64-01,PCQ-01-64-01,平层墙,01,64,,石,,,,,
PCQ-01-64-02,PCQ-01-64-02,平层墙,01,64,,石,,,,,
PCQ-01-64-03,PCQ-01-64-03,平层墙,01,64,,石,,,,,
PCQ-02-64-01,PCQ-02-64-01,平层墙,02,64,,石,,,,,
PCQ-02-64-02,PCQ-02-64-02,平层墙,02,64,,石,,,,,
PCQ-03-64-01,PCQ-03-64-01,平层墙,03,64,,石,,,,,
PCQ-03-64-02,PCQ-03-64-02,平层墙,03,64,,石,,,,,
PCQ-04-64-01,PCQ-04-64-01,平层墙,04,64,,石,,,,,
PCQ-04-64-02,PCQ-04-64-02,平层墙,04,64,,石,,,,,
PCQ-05-64-01,PCQ-05-64-01,平层墙,05,64,,石,,,,,
PCQ-06-64-01,PCQ-06-64-01,平层墙,06,64,,石,,,,,
PCQ-01-65-01,PCQ-01-65-01,平层墙,01,65,,石,,,,,
PCQ-01-65-02,PCQ-01-65-02,平层墙,01,65,,石,,,,,
PCQ-01-65-03,PCQ-01-65-03,平层墙,01,65,,石,,,,,
PCQ-02-65-01,PCQ-02-65-01,平层墙,02,65,,石,,,,,
PCQ-02-65-02,PCQ-02-65-02,平层墙,02,65,,石,,,,,
PCQ-03-65-01,PCQ-03-65-01,平层墙,03,65,,石,,,,,
PCQ-03-65-02,PCQ-03-65-02,平层墙,03,65,,石,,,,,
PCQ-04-65-01,PCQ-04-65-01,平层墙,04,65,,石,,,,,
PCQ-04-65-02,PCQ-04-65-02,平层墙,04,65,,石,,,,,
PCQ-05-65-01,PCQ-05-65-01,平层墙,05,65,,石,,,,,
PCQ-06-65-01,PCQ-06-65-01,平层墙,06,65,,石,,,,,
PCQ-01-66-01,PCQ-01-66-01,平层墙,01,66,,石,,,,,
PCQ-01-66-02,PCQ-01-66-02,平层墙,01,66,,石,,,,,
PCQ-01-66-03,PCQ-01-66-03,平层墙,01,66,,石,,,,,
PCQ-02-66-01,PCQ-02-66-01,平层墙,02,66,,石,,,,,
PCQ-02-66-02,PCQ-02-66-02,平层墙,02,66,,石,,,,,
PCQ-03-66-01,PCQ-03-66-01,平层墙,03,66,,石,,,,,
PCQ-03-66-02,PCQ-03-66-02,平层墙,03,66,,石,,,,,
PCQ-04-66-01,PCQ-04-66-01,平层墙,04,66,,石,,,,,
PCQ-04-66-02,PCQ-04-66-02,平层墙,04,66,,石,,,,,
PCQ-04-66-03,PCQ-04-66-03,平层墙,04,66,,石,,,,,
PCQ-05-66-01,PCQ-05-66-01,平层墙,05,66,,石,,,,,
PCQ-05-66-02,PCQ-05-66-02,平层墙,05,66,,石,,,,,
PCQ-06-66-01,PCQ-06-66-01,平层墙,06,66,,石,,,,,
PCQ-03-67-01,PCQ-03-67-01,平层墙,03,67,,石,,,,,
PCQ-03-67-02,PCQ-03-67-02,平层墙,03,67,,石,,,,,
PCQ-03-67-03,PCQ-03-67-03,平层墙,03,67,,石,,,,,
PCQ-04-67-01,PCQ-04-67-01,平层墙,04,67,,石,,,,,
PCQ-06-67-01,PCQ-06-67-01,平层墙,06,67,,石,,,,,
PCQ-01-68-01,PCQ-01-68-01,平层墙,01,68,,石,,,,,
PCQ-02-68-01,PCQ-02-68-01,平层墙,02,68,,石,,,,,
PCQ-02-68-02,PCQ-02-68-02,平层墙,02,68,,石,,,,,
PCQ-01-31-01,PCQ-01-31-01,平层墙,01,31,,石,,,,,
PCQ-01-31-02,PCQ-01-31-02,平层墙,01,31,,石,,,,,
PCQ-01-31-03,PCQ-01-31-03,平层墙,01,31,,石,,,,,
PCQ-02-31-01,PCQ-02-31-01,平层墙,02,31,,石,,,,,
PCQ-02-31-02,PCQ-02-31-02,平层墙,02,31,,石,,,,,
PCQ-03-31-01,PCQ-03-31-01,平层墙,03,31,,石,,,,,
PCQ-03-31-02,PCQ-03-31-02,平层墙,03,31,,石,,,,,
PCQ-04-31-01,PCQ-04-31-01,平层墙,04,31,,石,,,,,
PCQ-04-31-02,PCQ-04-31-02,平层墙,04,31,,石,,,,,
PCQ-06-31-01,PCQ-06-31-01,平层墙,06,31,,石,,,,,
PCQ-06-31-02,PCQ-06-31-02,平层墙,06,31,,石,,,,,
PCQ-01-32-01,PCQ-01-32-01,平层墙,01,32,,石,,,,,
PCQ-01-32-02,PCQ-01-32-02,平层墙,01,32,,石,,,,,
PCQ-01-32-03,PCQ-01-32-03,平层墙,01,32,,石,,,,,
PCQ-01-32-04,PCQ-01-32-04,平层墙,01,32,,石,,,,,
PCQ-01-32-05,PCQ-01-32-05,平层墙,01,32,,石,,,,,
PCQ-02-32-01,PCQ-02-32-01,平层墙,02,32,,石,,,,,
PCQ-02-32-02,PCQ-02-32-02,平层墙,02,32,,石,,,,,
PCQ-03-32-01,PCQ-03-32-01,平层墙,03,32,,石,,,,,
PCQ-03-32-02,PCQ-03-32-02,平层墙,03,32,,石,,,,,
PCQ-03-32-03,PCQ-03-32-03,平层墙,03,32,,石,,,,,
PCQ-07-32-01,PCQ-07-32-01,平层墙,07,32,,石,,,,,
PCQ-07-32-02,PCQ-07-32-02,平层墙,07,32,,石,,,,,
PCQ-08-32-01,PCQ-08-32-01,平层墙,08,32,,石,,,,,
PCQ-08-32-02,PCQ-08-32-02,平层墙,08,32,,石,,,,,
PCQ-01-33-01,PCQ-01-33-01,平层墙,01,33,,石,,,,,
PCQ-01-33-02,PCQ-01-33-02,平层墙,01,33,,石,,,,,
PCQ-01-33-03,PCQ-01-33-03,平层墙,01,33,,石,,,,,
PCQ-02-33-01,PCQ-02-33-01,平层墙,02,33,,石,,,,,
PCQ-02-33-02,PCQ-02-33-02,平层墙,02,33,,石,,,,,
PCQ-03-33-01,PCQ-03-33-01,平层墙,03,33,,石,,,,,
PCQ-03-33-02,PCQ-03-33-02,平层墙,03,33,,石,,,,,
PCQ-04-33-01,PCQ-04-33-01,平层墙,04,33,,石,,,,,
PCQ-04-33-02,PCQ-04-33-02,平层墙,04,33,,石,,,,,
PCQ-06-33-01,PCQ-06-33-01,平层墙,06,33,,石,,,,,
PCQ-06-33-02,PCQ-06-33-02,平层墙,06,33,,石,,,,,
PCQ-03-71-01,PCQ-03-71-01,平层墙,03,71,,石,,,,,
PCQ-03-71-02,PCQ-03-71-02,平层墙,03,71,,石,,,,,
PCQ-03-71-03,PCQ-03-71-03,平层墙,03,71,,石,,,,,
PCQ-04-71-01,PCQ-04-71-01,平层墙,04,71,,石,,,,,
PCQ-06-71-01,PCQ-06-71-01,平层墙,06,71,,石,,,,,
PCQ-01-72-01,PCQ-01-72-01,平层墙,01,72,,石,,,,,
PCQ-01-72-02,PCQ-01-72-02,平层墙,01,72,,石,,,,,
PCQ-01-72-03,PCQ-01-72-03,平层墙,01,72,,石,,,,,
PCQ-02-72-01,PCQ-02-72-01,平层墙,02,72,,石,,,,,
PCQ-02-72-02,PCQ-02-72-02,平层墙,02,72,,石,,,,,
PCQ-03-72-01,PCQ-03-72-01,平层墙,03,72,,石,,,,,
PCQ-03-72-02,PCQ-03-72-02,平层墙,03,72,,石,,,,,
PCQ-04-72-01,PCQ-04-72-01,平层墙,04,72,,石,,,,,
PCQ-04-72-02,PCQ-04-72-02,平层墙,04,72,,石,,,,,
PCQ-04-72-03,PCQ-04-72-03,平层墙,04,72,,石,,,,,
PCQ-05-72-01,PCQ-05-72-01,平层墙,05,72,,石,,,,,
PCQ-05-72-02,PCQ-05-72-02,平层墙,05,72,,石,,,,,
PCQ-06-72-01,PCQ-06-72-01,平层墙,06,72,,石,,,,,
PCQ-01-73-01,PCQ-01-73-01,平层墙,01,73,,石,,,,,
PCQ-01-73-02,PCQ-01-73-02,平层墙,01,73,,石,,,,,
PCQ-01-73-03,PCQ-01-73-03,平层墙,01,73,,石,,,,,
PCQ-02-73-01,PCQ-02-73-01,平层墙,02,73,,石,,,,,
PCQ-02-73-02,PCQ-02-73-02,平层墙,02,73,,石,,,,,
PCQ-03-73-01,PCQ-03-73-01,平层墙,03,73,,石,,,,,
PCQ-03-73-02,PCQ-03-73-02,平层墙,03,73,,石,,,,,
PCQ-04-73-01,PCQ-04-73-01,平层墙,04,73,,石,,,,,
PCQ-04-73-02,PCQ-04-73-02,平层墙,04,73,,石,,,,,
PCQ-05-73-01,PCQ-05-73-01,平层墙,05,73,,石,,,,,
PCQ-06-73-01,PCQ-06-73-01,平层墙,06,73,,石,,,,,
PCQ-01-74-01,PCQ-01-74-01,平层墙,01,74,,石,,,,,
PCQ-01-74-02,PCQ-01-74-02,平层墙,01,74,,石,,,,,
PCQ-01-74-03,PCQ-01-74-03,平层墙,01,74,,石,,,,,
PCQ-02-74-01,PCQ-02-74-01,平层墙,02,74,,石,,,,,
PCQ-02-74-02,PCQ-02-74-02,平层墙,02,74,,石,,,,,
PCQ-03-74-01,PCQ-03-74-01,平层墙,03,74,,石,,,,,
PCQ-03-74-02,PCQ-03-74-02,平层墙,03,74,,石,,,,,
PCQ-04-74-01,PCQ-04-74-01,平层墙,04,74,,石,,,,,
PCQ-04-74-02,PCQ-04-74-02,平层墙,04,74,,石,,,,,
PCQ-05-74-01,PCQ-05-74-01,平层墙,05,74,,石,,,,,
PCQ-06-74-01,PCQ-06-74-01,平层墙,06,74,,石,,,,,
PCQ-01-75-01,PCQ-01-75-01,平层墙,01,75,,石,,,,,
PCQ-01-75-02,PCQ-01-75-02,平层墙,01,75,,石,,,,,
PCQ-01-75-03,PCQ-01-75-03,平层墙,01,75,,石,,,,,
PCQ-02-75-01,PCQ-02-75-01,平层墙,02,75,,石,,,,,
PCQ-02-75-02,PCQ-02-75-02,平层墙,02,75,,石,,,,,
PCQ-03-75-01,PCQ-03-75-01,平层墙,03,75,,石,,,,,
PCQ-03-75-02,PCQ-03-75-02,平层墙,03,75,,石,,,,,
PCQ-04-75-01,PCQ-04-75-01,平层墙,04,75,,石,,,,,
PCQ-04-75-02,PCQ-04-75-02,平层墙,04,75,,石,,,,,
PCQ-05-75-01,PCQ-05-75-01,平层墙,05,75,,石,,,,,
PCQ-06-75-01,PCQ-06-75-01,平层墙,06,75,,石,,,,,
PCQ-01-76-01,PCQ-01-76-01,平层墙,01,76,,石,,,,,
PCQ-01-76-02,PCQ-01-76-02,平层墙,01,76,,石,,,,,
PCQ-01-76-03,PCQ-01-76-03,平层墙,01,76,,石,,,,,
PCQ-02-76-01,PCQ-02-76-01,平层墙,02,76,,石,,,,,
PCQ-02-76-02,PCQ-02-76-02,平层墙,02,76,,石,,,,,
PCQ-03-76-01,PCQ-03-76-01,平层墙,03,76,,石,,,,,
PCQ-03-76-02,PCQ-03-76-02,平层墙,03,76,,石,,,,,
PCQ-04-76-01,PCQ-04-76-01,平层墙,04,76,,石,,,,,
PCQ-04-76-02,PCQ-04-76-02,平层墙,04,76,,石,,,,,
PCQ-05-76-01,PCQ-05-76-01,平层墙,05,76,,石,,,,,
PCQ-06-76-01,PCQ-06-76-01,平层墙,06,76,,石,,,,,
PCQ-03-77-01,PCQ-03-77-01,平层墙,03,77,,石,,,,,
PCQ-03-77-02,PCQ-03-77-02,平层墙,03,77,,石,,,,,
PCQ-03-77-03,PCQ-03-77-03,平层墙,03,77,,石,,,,,
PCQ-04-77-01,PCQ-04-77-01,平层墙,04,77,,石,,,,,
PCQ-06-77-01,PCQ-06-77-01,平层墙,06,77,,石,,,,,
PCQ-01-41-01,PCQ-01-41-01,平层墙,01,41,,石,,,,,
PCQ-01-41-02,PCQ-01-41-02,平层墙,01,41,,石,,,,,
PCQ-01-41-03,PCQ-01-41-03,平层墙,01,41,,石,,,,,
PCQ-02-41-01,PCQ-02-41-01,平层墙,02,41,,石,,,,,
PCQ-02-41-02,PCQ-02-41-02,平层墙,02,41,,石,,,,,
PCQ-03-41-01,PCQ-03-41-01,平层墙,03,41,,石,,,,,
PCQ-03-41-02,PCQ-03-41-02,平层墙,03,41,,石,,,,,
PCQ-03-41-03,PCQ-03-41-03,平层墙,03,41,,石,,,,,
PCQ-04-41-01,PCQ-04-41-01,平层墙,04,41,,石,,,,,
PCQ-06-41-01,PCQ-06-41-01,平层墙,06,41,,石,,,,,
PCQ-01-81-01,PCQ-01-81-01,平层墙,01,81,,石,,,,,
PCQ-01-81-02,PCQ-01-81-02,平层墙,01,81,,石,,,,,
PCQ-01-81-03,PCQ-01-81-03,平层墙,01,81,,石,,,,,
PCQ-02-81-01,PCQ-02-81-01,平层墙,02,81,,石,,,,,
PCQ-02-81-02,PCQ-02-81-02,平层墙,02,81,,石,,,,,
PCQ-03-81-01,PCQ-03-81-01,平层墙,03,81,,石,,,,,
PCQ-03-81-02,PCQ-03-81-02,平层墙,03,81,,石,,,,,
PCQ-03-81-03,PCQ-03-81-03,平层墙,03,81,,石,,,,,
PCQ-03-81-04,PCQ-03-81-04,平层墙,03,81,,石,,,,,
PCQ-03-81-05,PCQ-03-81-05,平层墙,03,81,,石,,,,,
PCQ-04-81-01,PCQ-04-81-01,平层墙,04,81,,石,,,,,
PCQ-04-81-02,PCQ-04-81-02,平层墙,04,81,,石,,,,,
PCQ-04-81-03,PCQ-04-81-03,平层墙,04,81,,石,,,,,
PCQ-05-81-01,PCQ-05-81-01,平层墙,05,81,,石,,,,,
PCQ-06-81-01,PCQ-06-81-01,平层墙,06,81,,石,,,,,
PCQ-06-81-02,PCQ-06-81-02,平层墙,06,81,,石,,,,,
PCQ-01-82-01,PCQ-01-82-01,平层墙,01,82,,石,,,,,
PCQ-01-82-02,PCQ-01-82-02,平层墙,01,82,,石,,,,,
PCQ-01-82-03,PCQ-01-82-03,平层墙,01,82,,石,,,,,
PCQ-02-82-01,PCQ-02-82-01,平层墙,02,82,,石,,,,,
PCQ-02-82-02,PCQ-02-82-02,平层墙,02,82,,石,,,,,
PCQ-03-82-01,PCQ-03-82-01,平层墙,03,82,,石,,,,,
PCQ-03-82-02,PCQ-03-82-02,平层墙,03,82,,石,,,,,
PCQ-04-82-01,PCQ-04-82-01,平层墙,04,82,,石,,,,,
PCQ-04-82-02,PCQ-04-82-02,平层墙,04,82,,石,,,,,
PCQ-05-82-01,PCQ-05-82-01,平层墙,05,82,,石,,,,,
PCQ-06-82-01,PCQ-06-82-01,平层墙,06,82,,石,,,,,
PCQ-01-83-01,PCQ-01-83-01,平层墙,01,83,,石,,,,,
PCQ-01-83-02,PCQ-01-83-02,平层墙,01,83,,石,,,,,
PCQ-01-83-03,PCQ-01-83-03,平层墙,01,83,,石,,,,,
PCQ-02-83-01,PCQ-02-83-01,平层墙,02,83,,石,,,,,
PCQ-02-83-02,PCQ-02-83-02,平层墙,02,83,,石,,,,,
PCQ-03-83-01,PCQ-03-83-01,平层墙,03,83,,石,,,,,
PCQ-03-83-02,PCQ-03-83-02,平层墙,03,83,,石,,,,,
PCQ-04-83-01,PCQ-04-83-01,平层墙,04,83,,石,,,,,
PCQ-04-83-02,PCQ-04-83-02,平层墙,04,83,,石,,,,,
PCQ-05-83-01,PCQ-05-83-01,平层墙,05,83,,石,,,,,
PCQ-06-83-01,PCQ-06-83-01,平层墙,06,83,,石,,,,,
PCQ-01-84-01,PCQ-01-84-01,平层墙,01,84,,石,,,,,
PCQ-01-84-02,PCQ-01-84-02,平层墙,01,84,,石,,,,,
PCQ-01-84-03,PCQ-01-84-03,平层墙,01,84,,石,,,,,
PCQ-02-84-01,PCQ-02-84-01,平层墙,02,84,,石,,,,,
PCQ-02-84-02,PCQ-02-84-02,平层墙,02,84,,石,,,,,
PCQ-03-84-01,PCQ-03-84-01,平层墙,03,84,,石,,,,,
PCQ-03-84-02,PCQ-03-84-02,平层墙,03,84,,石,,,,,
PCQ-04-84-01,PCQ-04-84-01,平层墙,04,84,,石,,,,,
PCQ-04-84-02,PCQ-04-84-02,平层墙,04,84,,石,,,,,
PCQ-05-84-01,PCQ-05-84-01,平层墙,05,84,,石,,,,,
PCQ-06-84-01,PCQ-06-84-01,平层墙,06,84,,石,,,,,
PCQ-01-85-01,PCQ-01-85-01,平层墙,01,85,,石,,,,,
PCQ-02-85-01,PCQ-02-85-01,平层墙,02,85,,石,,,,,
PCQ-02-85-02,PCQ-02-85-02,平层墙,02,85,,石,,,,,
PCQ-03-85-01,PCQ-03-85-01,平层墙,03,85,,石,,,,,
PCQ-03-85-02,PCQ-03-85-02,平层墙,03,85,,石,,,,,
PCQ-03-85-03,PCQ-03-85-03,平层墙,03,85,,石,,,,,
PCQ-01-86-01,PCQ-01-86-01,平层墙,01,86,,石,,,,,
PCQ-02-86-01,PCQ-02-86-01,平层墙,02,86,,石,,,,,
PCQ-02-86-02,PCQ-02-86-02,平层墙,02,86,,石,,,,,
PCQ-09-11-01,PCQ-09-11-01,平层墙,09,11,,砖,,,,,
PCQ-09-12-01,PCQ-09-12-01,平层墙,09,12,,砖,,,,,
PCQ-09-13-01,PCQ-09-13-01,平层墙,09,13,,砖,,,,,
PCQ-09-20-01,PCQ-09-20-01,平层墙,09,20,,砖,,,,,
PCQ-09-50-01,PCQ-09-50-01,平层墙,09,50,,砖,,,,,
PCQ-09-60-01,PCQ-09-60-01,平层墙,09,60,,砖,,,,,
PCQ-09-32-01,PCQ-09-32-01,平层墙,09,32,,砖,,,,,
PCQ-09-40-01,PCQ-09-40-01,平层墙,09,40,,砖,,,,,
PCQ-09-70-01,PCQ-09-70-01,平层墙,09,70,,砖,,,,,
PCQ-09-80-01,PCQ-09-80-01,平层墙,09,80,,砖,,,,,
PCQ-10-11-01,PCQ-10-11-01,平层墙,10,11,,铁,,,,,
PCQ-10-13-01,PCQ-10-13-01,平层墙,10,13,,铁,,,,,
PCQ-10-31-01,PCQ-10-31-01,平层墙,10,31,,铁,,,,,
PCQ-10-33-01,PCQ-10-33-01,平层墙,10,33,,铁,,,,,
DCC-01-11-01,DCC-01-11-01,底层窗,01,11,,铁,,,,,
DCC-02-11-01,DCC-02-11-01,底层窗,02,11,,铁,,,,,
DCC-03-11-01,DCC-03-11-01,底层窗,03,11,,铁,,,,,
DCC-04-11-01,DCC-04-11-01,底层窗,04,11,,铁,,,,,
DCC-01-12-01,DCC-01-12-01,底层窗,01,12,,铁,,,,,
DCC-02-12-01,DCC-02-12-01,底层窗,02,12,,铁,,,,,
DCC-03-12-01,DCC-03-12-01,底层窗,03,12,,铁,,,,,
DCC-04-12-01,DCC-04-12-01,底层窗,04,12,,铁,,,,,
DCC-01-13-01,DCC-01-13-01,底层窗,01,13,,铁,,,,,
DCC-02-13-01,DCC-02-13-01,底层窗,02,13,,铁,,,,,
DCC-03-13-01,DCC-03-13-01,底层窗,03,13,,铁,,,,,
DCC-04-13-01,DCC-04-13-01,底层窗,04,13,,铁,,,,,
DCC-01-52-01,DCC-01-52-01,底层窗,01,52,,铁,,,,,
DCC-02-52-01,DCC-02-52-01,底层窗,02,52,,铁,,,,,
DCC-03-52-01,DCC-03-52-01,底层窗,03,52,,铁,,,,,
DCC-04-52-01,DCC-04-52-01,底层窗,04,52,,铁,,,,,
DCC-01-53-01,DCC-01-53-01,底层窗,01,53,,铁,,,,,
DCC-02-53-01,DCC-02-53-01,底层窗,02,53,,铁,,,,,
DCC-03-53-01,DCC-03-53-01,底层窗,03,53,,铁,,,,,
DCC-04-53-01,DCC-04-53-01,底层窗,04,53,,铁,,,,,
DCC-01-54-01,DCC-01-54-01,底层窗,01,54,,铁,,,,,
DCC-02-54-01,DCC-02-54-01,底层窗,02,54,,铁,,,,,
DCC-03-54-01,DCC-03-54-01,底层窗,03,54,,铁,,,,,
DCC-04-54-01,DCC-04-54-01,底层窗,04,54,,铁,,,,,
DCC-01-55-01,DCC-01-55-01,底层窗,01,55,,铁,,,,,
DCC-02-55-01,DCC-02-55-01,底层窗,02,55,,铁,,,,,
DCC-03-55-01,DCC-03-55-01,底层窗,03,55,,铁,,,,,
DCC-04-55-01,DCC-04-55-01,底层窗,04,55,,铁,,,,,
DCC-01-21-01,DCC-01-21-01,底层窗,01,21,,铁,,,,,
DCC-02-21-01,DCC-02-21-01,底层窗,02,21,,铁,,,,,
DCC-03-21-01,DCC-03-21-01,底层窗,03,21,,铁,,,,,
DCC-04-21-01,DCC-04-21-01,底层窗,04,21,,铁,,,,,
DCC-01-62-01,DCC-01-62-01,底层窗,01,62,,铁,,,,,
DCC-02-62-01,DCC-02-62-01,底层窗,02,62,,铁,,,,,
DCC-03-62-01,DCC-03-62-01,底层窗,03,62,,铁,,,,,
DCC-04-62-01,DCC-04-62-01,底层窗,04,62,,铁,,,,,
DCC-01-63-01,DCC-01-63-01,底层窗,01,63,,铁,,,,,
DCC-02-63-01,DCC-02-63-01,底层窗,02,63,,铁,,,,,
DCC-03-63-01,DCC-03-63-01,底层窗,03,63,,铁,,,,,
DCC-04-63-01,DCC-04-63-01,底层窗,04,63,,铁,,,,,
DCC-01-64-01,DCC-01-64-01,底层窗,01,64,,铁,,,,,
DCC-02-64-01,DCC-02-64-01,底层窗,02,64,,铁,,,,,
DCC-03-64-01,DCC-03-64-01,底层窗,03,64,,铁,,,,,
DCC-04-64-01,DCC-04-64-01,底层窗,04,64,,铁,,,,,
DCC-01-65-01,DCC-01-65-01,底层窗,01,65,,铁,,,,,
DCC-02-65-01,DCC-02-65-01,底层窗,02,65,,铁,,,,,
DCC-03-65-01,DCC-03-65-01,底层窗,03,65,,铁,,,,,
